task_name,source,category,preferred_interfaces,required_information_type,likely_failure_under_fixed_action_space,notes
drop:spruce_log,CrossAgent/STRL/data_processor/task_suc_rate.json,tool_use_or_interaction,memory_or_prerequisite_reasoning;mid_level_skill_action,inventory_or_tool_state;visual_target_localization,high_level_action_infeasible,Inventory/drop-style tasks mainly need inventory state and a valid mid-level command.
drop:spruce_planks,CrossAgent/STRL/data_processor/task_suc_rate.json,building_or_shelter,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action;visual_grounding_or_mask_action;low_level_control;dynamic_action_space_switching,long_horizon_planning;inventory_or_tool_state;visual_target_localization;low_level_reactive_control,mid_level_skill_missing_parameter,"Building/shelter tasks require layout planning, material state, placement geometry, and local control."
drop:spruce_sapling,CrossAgent/STRL/data_processor/task_suc_rate.json,tool_use_or_interaction,memory_or_prerequisite_reasoning;mid_level_skill_action,inventory_or_tool_state;visual_target_localization,high_level_action_infeasible,Inventory/drop-style tasks mainly need inventory state and a valid mid-level command.
drop:spruce_sign,CrossAgent/STRL/data_processor/task_suc_rate.json,tool_use_or_interaction,memory_or_prerequisite_reasoning;mid_level_skill_action,inventory_or_tool_state;visual_target_localization,high_level_action_infeasible,Inventory/drop-style tasks mainly need inventory state and a valid mid-level command.
drop:spruce_slab,CrossAgent/STRL/data_processor/task_suc_rate.json,building_or_shelter,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action;visual_grounding_or_mask_action;low_level_control;dynamic_action_space_switching,long_horizon_planning;inventory_or_tool_state;visual_target_localization;low_level_reactive_control,mid_level_skill_missing_parameter,"Building/shelter tasks require layout planning, material state, placement geometry, and local control."
drop:spruce_stairs,CrossAgent/STRL/data_processor/task_suc_rate.json,building_or_shelter,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action;visual_grounding_or_mask_action;low_level_control;dynamic_action_space_switching,long_horizon_planning;inventory_or_tool_state;visual_target_localization;low_level_reactive_control,mid_level_skill_missing_parameter,"Building/shelter tasks require layout planning, material state, placement geometry, and local control."
drop:stick,CrossAgent/STRL/data_processor/task_suc_rate.json,tool_use_or_interaction,memory_or_prerequisite_reasoning;mid_level_skill_action,inventory_or_tool_state;visual_target_localization,high_level_action_infeasible,Inventory/drop-style tasks mainly need inventory state and a valid mid-level command.
drop:stone,CrossAgent/STRL/data_processor/task_suc_rate.json,tool_use_or_interaction,memory_or_prerequisite_reasoning;mid_level_skill_action,inventory_or_tool_state;visual_target_localization,high_level_action_infeasible,Inventory/drop-style tasks mainly need inventory state and a valid mid-level command.
drop:stone_axe,CrossAgent/STRL/data_processor/task_suc_rate.json,tool_use_or_interaction,memory_or_prerequisite_reasoning;mid_level_skill_action,inventory_or_tool_state;visual_target_localization,high_level_action_infeasible,Inventory/drop-style tasks mainly need inventory state and a valid mid-level command.
drop:stone_brick_slab,CrossAgent/STRL/data_processor/task_suc_rate.json,building_or_shelter,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action;visual_grounding_or_mask_action;low_level_control;dynamic_action_space_switching,long_horizon_planning;inventory_or_tool_state;visual_target_localization;low_level_reactive_control,mid_level_skill_missing_parameter,"Building/shelter tasks require layout planning, material state, placement geometry, and local control."
drop:stone_brick_stairs,CrossAgent/STRL/data_processor/task_suc_rate.json,building_or_shelter,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action;visual_grounding_or_mask_action;low_level_control;dynamic_action_space_switching,long_horizon_planning;inventory_or_tool_state;visual_target_localization;low_level_reactive_control,mid_level_skill_missing_parameter,"Building/shelter tasks require layout planning, material state, placement geometry, and local control."
drop:stone_brick_wall,CrossAgent/STRL/data_processor/task_suc_rate.json,building_or_shelter,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action;visual_grounding_or_mask_action;low_level_control;dynamic_action_space_switching,long_horizon_planning;inventory_or_tool_state;visual_target_localization;low_level_reactive_control,mid_level_skill_missing_parameter,"Building/shelter tasks require layout planning, material state, placement geometry, and local control."
drop:stone_bricks,CrossAgent/STRL/data_processor/task_suc_rate.json,smelting_or_cooking,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action;visual_grounding_or_mask_action;dynamic_action_space_switching,recipe_or_prerequisite;inventory_or_tool_state;visual_target_localization,visual_prompt_insufficient_for_planning,"Smelting/cooking combines recipe, fuel, station use, and visible furnace/campfire interaction."
drop:stone_hoe,CrossAgent/STRL/data_processor/task_suc_rate.json,tool_use_or_interaction,memory_or_prerequisite_reasoning;mid_level_skill_action,inventory_or_tool_state;visual_target_localization,high_level_action_infeasible,Inventory/drop-style tasks mainly need inventory state and a valid mid-level command.
drop:stone_pickaxe,CrossAgent/STRL/data_processor/task_suc_rate.json,tool_use_or_interaction,memory_or_prerequisite_reasoning;mid_level_skill_action,inventory_or_tool_state;visual_target_localization,high_level_action_infeasible,Inventory/drop-style tasks mainly need inventory state and a valid mid-level command.
drop:stone_pressure_plate,CrossAgent/STRL/data_processor/task_suc_rate.json,tool_use_or_interaction,memory_or_prerequisite_reasoning;mid_level_skill_action,inventory_or_tool_state;visual_target_localization,high_level_action_infeasible,Inventory/drop-style tasks mainly need inventory state and a valid mid-level command.
drop:stone_shovel,CrossAgent/STRL/data_processor/task_suc_rate.json,tool_use_or_interaction,memory_or_prerequisite_reasoning;mid_level_skill_action,inventory_or_tool_state;visual_target_localization,high_level_action_infeasible,Inventory/drop-style tasks mainly need inventory state and a valid mid-level command.
drop:stone_slab,CrossAgent/STRL/data_processor/task_suc_rate.json,building_or_shelter,high_level_planning;memory_or_prerequisite_reasoning;mid_level_skill_action;visual_grounding_or_mask_action;low_level_control;dynamic_action_space_switching,long_horizon_planning;inventory_or_tool_state;visual_target_localization;low_level_reactive_control,mid_level_skill_missing_parameter,"Building/shelter tasks require layout planning, material state, placement geometry, and local control."
drop:stone_sword,CrossAgent/STRL/data_processor/task_suc_rate.json,tool_use_or_interaction,memory_or_prerequisite_reasoning;mid_level_skill_action,inventory_or_tool_state;visual_target_localization,high_level_action_infeasible,Inventory/drop-style tasks mainly need inventory state and a valid mid-level command.
drop:stonecutter,CrossAgent/STRL/data_processor/task_suc_rate.json,tool_use_or_interaction,memory_or_prerequisite_reasoning;mid_level_skill_action,inventory_or_tool_state;visual_target_localization,high_level_action_infeasible,Inventory/drop-style tasks mainly need inventory state and a valid mid-level command.
drop:string,CrossAgent/STRL/data_processor/task_suc_rate.json,tool_use_or_interaction,memory_or_prerequisite_reasoning;mid_level_skill_action,inventory_or_tool_state;visual_target_localization,high_level_action_infeasible,Inventory/drop-style tasks mainly need inventory state and a valid mid-level command.
drop:stripped_spruce_log,CrossAgent/STRL/data_processor/task_suc_rate.json,tool_use_or_interaction,memory_or_prerequisite_reasoning;mid_level_skill_action,inventory_or_tool_state;visual_target_localization,high_level_action_infeasible,Inventory/drop-style tasks mainly need inventory state and a valid mid-level command.
drop:sugar,CrossAgent/STRL/data_processor/task_suc_rate.json,tool_use_or_interaction,memory_or_prerequisite_reasoning;mid_level_skill_action,inventory_or_tool_state;visual_target_localization,high_level_action_infeasible,Inventory/drop-style tasks mainly need inventory state and a valid mid-level command.
drop:sugar_cane,CrossAgent/STRL/data_processor/task_suc_rate.json,tool_use_or_interaction,memory_or_prerequisite_reasoning;mid_level_skill_action,inventory_or_tool_state;visual_target_localization,high_level_action_infeasible,Inventory/drop-style tasks mainly need inventory state and a valid mid-level command.
drop:sunflower,CrossAgent/STRL/data_processor/task_suc_rate.json,tool_use_or_interaction,memory_or_prerequisite_reasoning;mid_level_skill_action,inventory_or_tool_state;visual_target_localization,high_level_action_infeasible,Inventory/drop-style tasks mainly need inventory state and a valid mid-level command.
drop:suspicious_stew,CrossAgent/STRL/data_processor/task_suc_rate.json,tool_use_or_interaction,memory_or_prerequisite_reasoning;mid_level_skill_action,inventory_or_tool_state;visual_target_localization,high_level_action_infeasible,Inventory/drop-style tasks mainly need inventory state and a valid mid-level command.
drop:sweet_berries,CrossAgent/STRL/data_processor/task_suc_rate.json,tool_use_or_interaction,memory_or_prerequisite_reasoning;mid_level_skill_action,inventory_or_tool_state;visual_target_localization,high_level_action_infeasible,Inventory/drop-style tasks mainly need inventory state and a valid mid-level command.
drop:tall_grass,CrossAgent/STRL/data_processor/task_suc_rate.json,tool_use_or_interaction,memory_or_prerequisite_reasoning;mid_level_skill_action,inventory_or_tool_state;visual_target_localization,high_level_action_infeasible,Inventory/drop-style tasks mainly need inventory state and a valid mid-level command.
drop:terracotta,CrossAgent/STRL/data_processor/task_suc_rate.json,tool_use_or_interaction,memory_or_prerequisite_reasoning;mid_level_skill_action,inventory_or_tool_state;visual_target_localization,high_level_action_infeasible,Inventory/drop-style tasks mainly need inventory state and a valid mid-level command.
drop:torch,CrossAgent/STRL/data_processor/task_suc_rate.json,tool_use_or_interaction,memory_or_prerequisite_reasoning;mid_level_skill_action,inventory_or_tool_state;visual_target_localization,high_level_action_infeasible,Inventory/drop-style tasks mainly need inventory state and a valid mid-level command.
drop:tropical_fish,CrossAgent/STRL/data_processor/task_suc_rate.json,tool_use_or_interaction,memory_or_prerequisite_reasoning;mid_level_skill_action,inventory_or_tool_state;visual_target_localization,high_level_action_infeasible,Inventory/drop-style tasks mainly need inventory state and a valid mid-level command.
drop:warped_roots,CrossAgent/STRL/data_processor/task_suc_rate.json,tool_use_or_interaction,memory_or_prerequisite_reasoning;mid_level_skill_action,inventory_or_tool_state;visual_target_localization,high_level_action_infeasible,Inventory/drop-style tasks mainly need inventory state and a valid mid-level command.
drop:water_bucket,CrossAgent/STRL/data_processor/task_suc_rate.json,tool_use_or_interaction,memory_or_prerequisite_reasoning;mid_level_skill_action,inventory_or_tool_state;visual_target_localization,high_level_action_infeasible,Inventory/drop-style tasks mainly need inventory state and a valid mid-level command.
drop:wheat,CrossAgent/STRL/data_processor/task_suc_rate.json,tool_use_or_interaction,memory_or_prerequisite_reasoning;mid_level_skill_action,inventory_or_tool_state;visual_target_localization,high_level_action_infeasible,Inventory/drop-style tasks mainly need inventory state and a valid mid-level command.
